FID;CODIGO_ID;COMPONENTE;CATEGORIA;ELEMENTO;AREA_AMBIE;NOMBRE_TOT;ACTO_ADMIN;NORMATIVA;OBSERVACIO;ACOTAMIENT;FECHA_CAPT;RESPONSABL;REGLAID;Shape_Leng;Shape_Area
200;8392;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal Afidro;Res. 1002 de 2018;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hidráulica;1,64E+12;544;1;138,4106291;998,0233425
201;8393;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal Afidro;Res. 1002 de 2018;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Zona de Manejo y Preservación Ambiental;1,64E+12;544;1;243,0358354;238,8873476
202;8394;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua artificiales;Canales artificiales;Canal Aguas Negras PTAR Salitre;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hídrica (Estimada);1,64E+12;544;1;1343,499286;28718,8559
203;8427;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua artificiales;Canales artificiales;Canal Canaima;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hídrica (Estimada);1,64E+12;544;1;2074,727505;6285,360139
204;8428;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal Carmelo;Dec. 190 de 2004 (Anexo 2);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hídrica (Estimada);1,64E+12;544;1;2238,202449;29746,08976
205;8430;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal Castilla;Dec. 190 de 2004 (Anexo 2);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hídrica (Estimada);1,64E+12;544;1;3087,276165;78597,84899
206;8431;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua artificiales;Canales artificiales;Canal Cataluña;Dec. 190 de 2004 (Anexo 2);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hídrica (Estimada);1,64E+12;544;1;1017,616615;17014,2724
207;8432;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal Complementario de Fontibón;Res. 1032 de 2010;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hidráulica;1,64E+12;544;1;654,3334591;2681,982108
208;8433;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal Complementario de Fontibón;Res. 1032 de 2010;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Zona de Manejo y Preservación Ambiental;1,64E+12;544;1;1356,476185;7585,720588
209;8434;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal Comuneros;Dec. 190 de 2004 (Anexo 2);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hídrica (Estimada);1,64E+12;544;1;9270,459624;188776,4216
210;8460;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal El Cedro;Res. 0018 de 2019;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Zona de Manejo y Preservación Ambiental;1,64E+12;544;1;7247,645307;37519,4064
211;8461;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal El Redil;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hídrica (Estimada);1,64E+12;544;1;416,9820291;4032,609831
212;8463;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal El Redil;Res. 1034 de 2010;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hidráulica;1,64E+12;544;1;2794,869392;11521,05849
213;8466;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal El Redil;Res. 1034 de 2010;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Zona de Manejo y Preservación Ambiental;1,64E+12;544;1;5562,875238;30404,48708
214;8467;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal El Virrey;Res. 2152 de 2007;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hídrica (Estimada);1,64E+12;544;1;4407,866173;76209,82606
215;8468;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal Guaymaral;Dec. 088 de 2017;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hídrica (Estimada);1,64E+12;544;1;7145,673406;187016,0942
216;8479;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal Guaymaral;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hídrica (Estimada);1,64E+12;544;1;1991,281425;12145,54663
217;8395;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal Albina;Dec. 190 de 2004 (Anexo 2);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hídrica (Estimada);1,64E+12;544;1;7871,645023;140962,6199
218;8396;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua artificiales;Canales artificiales;Canal Alsacia;Res. 0660 de 2019;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hidráulica;1,64E+12;544;1;1221,96816;14944,12733
219;8399;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua artificiales;Canales artificiales;Canal Américas;Res. 2771 de 2010;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hidráulica;1,64E+12;544;1;3989,798345;39196,70617
220;8400;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua artificiales;Canales artificiales;Canal Américas;Res. 2771 de 2010;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Zona de Manejo y Preservación Ambiental;1,64E+12;544;1;7948,013728;47866,4866
221;8401;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal Arzobizpo;Dec. 190 de 2004 (Anexo 2);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hídrica (Estimada);1,64E+12;544;1;4430,033207;67208,89602
222;8402;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal Avenida Esperanza;Res. 1032 de 2010;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hidráulica;1,64E+12;544;1;18,3781604;9,020489463
223;8403;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal Avenida Esperanza;Res. 1032 de 2010;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Zona de Manejo y Preservación Ambiental;1,64E+12;544;1;157,0887083;542,0490694
224;8404;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal Avenida Transversal de Suba;Res. 1030 de 2010;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Ronda Hidráulica;1,64E+12;544;1;1712,899501;6650,436358
225;8405;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Canales y sus rondas;Canal Avenida Transversal de Suba;Res. 1030 de 2010;En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Canal;Zona de Manejo y Preservación Ambiental;1,64E+12;544;1;3468,444356;19994,17765
226;8980;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Fucha;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;70,10166919;168,356117
227;8981;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Fucha;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;4107,106321;129129,4693
228;8982;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Fucha;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;647,7025057;16165,20882
229;8983;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Fucha;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1217,061459;32311,7326
230;8984;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Fucha;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;4556,62934;141944,6915
231;8986;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Fucha;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;2510,810908;70616,83039
232;8990;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Fucha;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;2014,378052;57769,20732
233;8999;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Guaduas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;730,6228246;18543,55847
234;9000;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Guaduas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;556,6480017;12460,08424
235;9001;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Guaduas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;4099,319762;121655,2415
236;9002;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Guaduas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;3104,599238;89375,63142
237;9003;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Guaduas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;12537,16467;380390,2738
238;9004;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Guaduas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1511,712665;50134,83111
239;9005;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Guaduas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;22044,58179;696673,3741
240;9009;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de La Amistela;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;5520,727021;177470,4232
241;9020;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de La Calera;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1733,530313;48519,17519
242;9021;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de La Calera;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;3947,482445;121750,7769
243;9022;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de La Calera;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;5658,688986;176903,0679
244;9027;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Las Hoyas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1352,955738;35531,99742
245;9028;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de León;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;2067,59779;54163,06292
246;9029;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de León;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;662,7862016;14545,81174
247;8985;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Fucha;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1309,574289;35355,97066
248;8987;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Fucha;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;758,8035755;19113,66476
249;9006;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de La Amistela;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;989,0421919;26065,94535
250;9007;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de La Amistela;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1100,652219;27501,9554
251;9023;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Laguna Seca;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;948,4056088;25025,36487
252;9030;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de León;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;2074,084172;57932,33387
253;9031;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de León;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;758,5589651;18732,83325
254;9032;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de León;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;336,3094204;6063,794755
255;9033;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de León;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;3361,068805;94023,69578
256;9034;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de León;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;5441,997756;177906,8025
257;9035;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Los Amarillos;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;631,78029;15283,28821
258;9036;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Los Amarillos;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1711,619797;46534,49371
259;9037;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Los Amarillos;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;6168,821124;182314,4115
260;9038;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Los Amarillos;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;437,7543935;9537,155683
261;8988;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Fucha;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1225,187612;33039,56232
262;8989;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de Fucha;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;29,05510217;8,534026414
263;9165;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. El Juncal;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1491,963325;38997,37738
264;9008;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de La Amistela;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1287,449197;34094,1879
265;9010;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. de La Amistela;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1591,82566;43260,23848
266;9077;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. del Alguacil;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;3763,216894;112764,118
267;9078;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. del Alguacil;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1773,741984;49846,92306
268;9079;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. del Alguacil;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;6764,854644;214942,3023
269;9080;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. del Aterradero;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1547,02891;40141,54101
270;9081;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. del Guayabo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;936,2387354;24053,79153
271;9123;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje Q. El Campamento;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;10377,50325;310293,463
